No,Năm,Tháng,Khách Hàng C2,Khách hàng C1,Tỉnh,Sản phẩm,Số lượng,Doanh thu,Nhóm sản phẩm
2986,2018,Oct,HGG-051,CTO006,Hậu Giang,FY,1.0,5095946.24,Fungicide
2987,2019,Apr,HGG-051,STG013,Hậu Giang,MTL,3.0,24696312.192,Fungicide
2988,2019,Apr,HGG-051,STG013,Hậu Giang,MPT,2.0,9055231.744,Insecticide
2989,2019,Mar,BLU-037,CMU002,Bạc Liêu,PAN,20.0,32213660.16,Herbicide & Molluscicide
2990,2019,Mar,BLU-037,CMU002,Bạc Liêu,BOI,70.0,122534343.68,PHG & Fertilizer
2991,2019,Mar,BLU-037,CMU002,Bạc Liêu,SR,2.0,13714382.592,Fungicide
2992,2018,Oct,DTP-123,DTP015,Đồng Tháp,TN,20.0,287490785.28,Herbicide & Molluscicide
2993,2019,Jan,DTP-123,DTP015,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
2994,2019,Jan,DTP-123,DTP015,Đồng Tháp,SO,2.0,2577754.624,PHG & Fertilizer
2995,2019,Mar,CTO-047,CTO018,Cần Thơ,MTL,18.0,148177873.152,Fungicide
2996,2019,Mar,CTO-047,CTO018,Cần Thơ,MTL,23.0,189338393.472,Fungicide
2997,2019,Apr,HGG-109,STG013,Hậu Giang,FY,2.0,16998620.672,Fungicide
2998,2019,Apr,HGG-109,STG013,Hậu Giang,FY,2.0,19104834.816,Fungicide
2999,2019,Apr,HGG-109,STG013,Hậu Giang,JN,1.0,5881847.04,Insecticide
3000,2019,Mar,TVH-063,DTP015,Trà Vinh,LS,15.0,98341008.0,Fungicide
3001,2019,Apr,HGG-109,STG013,Hậu Giang,JD,1.0,2222858.368,Insecticide
3002,2019,Apr,HGG-109,STG013,Hậu Giang,EL,5.0,38095507.2,Herbicide & Molluscicide
3003,2019,Apr,HGG-109,STG013,Hậu Giang,LS,1.0,6556067.2,Fungicide
3004,2019,Apr,HGG-109,STG013,Hậu Giang,MTL,17.0,139945769.088,Fungicide
3005,2019,Feb,HGG-109,HGG002,Hậu Giang,FY,4.0,33997241.344,Fungicide
3006,2019,Feb,HGG-109,HGG002,Hậu Giang,FY,4.0,38209669.632,Fungicide
3007,2019,Feb,HGG-109,HGG002,Hậu Giang,FY,3.0,25497931.008,Fungicide
3008,2019,Feb,HGG-109,HGG002,Hậu Giang,FY,5.0,47762087.04,Fungicide
3009,2018,Sept,HGG-109,CTO014,Hậu Giang,BOI,10.0,26670991.36,PHG & Fertilizer
3010,2018,Sept,HGG-109,CTO014,Hậu Giang,MTL,8.0,65856832.512,Fungicide
3011,2018,Sept,HGG-109,CTO014,Hậu Giang,MPT,6.0,27165695.232,Insecticide
3012,2019,Feb,AGG-319,kgg008,An Giang,JD,25.0,55571459.2,Insecticide
3013,2019,Feb,AGG-319,kgg008,An Giang,JN,15.0,74019446.4,Insecticide
3014,2019,Feb,AGG-319,kgg008,An Giang,JD,35.0,77800042.88,Insecticide
3015,2019,Feb,AGG-319,kgg008,An Giang,JN,11.0,54280927.36,Insecticide
3016,2019,Mar,AGG-319,kgg008,An Giang,MTL,6.0,49392624.384,Fungicide
3017,2019,Mar,AGG-319,kgg008,An Giang,FY,3.0,28657252.224,Fungicide
3018,2019,Mar,AGG-319,kgg008,An Giang,MTL,9.0,74088936.576,Fungicide
3019,2019,Mar,AGG-319,KGG001,An Giang,PAN,12.0,19328196.096,Herbicide & Molluscicide
3020,2019,Mar,AGG-319,KGG001,An Giang,FY,2.0,19104834.816,Fungicide
3021,2019,Mar,AGG-319,KGG001,An Giang,GN,1.0,2618290.56,Bio-organic
3022,2019,Mar,AGG-319,KGG001,An Giang,SR,1.0,6857191.296,Fungicide
3023,2019,Jan,AGG-183,AGG029,An Giang,LS,4.0,26224268.8,Fungicide
3024,2019,Jan,AGG-183,AGG029,An Giang,MTL,32.0,263427330.048,Fungicide
3025,2019,Apr,HGG-116,STG013,Hậu Giang,EL,3.0,22857304.32,Herbicide & Molluscicide
3026,2019,Apr,HGG-116,STG013,Hậu Giang,MTL,15.0,123481560.96,Fungicide
3027,2019,Apr,HGG-116,STG013,Hậu Giang,FY,3.0,25497931.008,Fungicide
3028,2019,Apr,HGG-116,STG013,Hậu Giang,EL,3.0,22857304.32,Herbicide & Molluscicide
3029,2019,Apr,HGG-116,STG013,Hậu Giang,MTL,15.0,123481560.96,Fungicide
3030,2019,Apr,HGG-116,STG013,Hậu Giang,FY,3.0,25497931.008,Fungicide
3031,2019,Feb,STG-062,STG001,Sóc Trăng,FY,3.0,25497931.008,Fungicide
3032,2019,Feb,STG-062,STG001,Sóc Trăng,GN,25.0,65457264.0,Bio-organic
3033,2019,Feb,STG-062,STG001,Sóc Trăng,HO,12.0,83219449.344,Fungicide
3034,2019,Feb,DNI-156,DNI023,Đồng Nai,MTL,21.0,172874185.344,Fungicide
3035,2019,Apr,DNI-156,DNI023,Đồng Nai,MTL,13.0,107017352.832,Fungicide
3036,2019,Mar,KGG-128,KGG001,Kiên Giang,FL,4.0,22359291.392,Fungicide
3037,2019,Mar,KGG-128,KGG001,Kiên Giang,MPT,7.0,31693311.104,Insecticide
3038,2019,Feb,AGG-334,AGG030,An Giang,JN,16.0,78954076.16,Insecticide
3039,2019,Feb,AGG-334,AGG030,An Giang,MPT,2.0,9389446.4,Insecticide
3040,2019,Feb,AGG-334,AGG030,An Giang,MPT,11.0,49803774.592,Insecticide
3041,2019,Feb,AGG-334,AGG030,An Giang,MTL,16.0,131713665.024,Fungicide
3042,2019,Mar,AGG-334,AGG030,An Giang,JN,2.3,11349648.447999999,Insecticide
3043,2019,Mar,AGG-334,AGG030,An Giang,WR,0.318,1304300.822016,Insecticide
3044,2019,Mar,AGG-334,AGG030,An Giang,MTL,6.0,49392624.384,Fungicide
3045,2019,Mar,AGG-334,AGG030,An Giang,MTL,5.03,41407483.441920005,Fungicide
3046,2019,Apr,AGG-334,AGG030,An Giang,LS,5.0,32780336.0,Fungicide
3047,2019,Apr,AGG-334,AGG030,An Giang,FY,5.0,47762087.04,Fungicide
3048,2019,Apr,AGG-334,AGG030,An Giang,MTL,2.8,23049891.3792,Fungicide
3049,2019,Apr,AGG-334,AGG030,An Giang,MTL,15.15,124716376.5696,Fungicide
3050,2019,Mar,KGG-130,KGG001,Kiên Giang,MPT,6.0,27165695.232,Insecticide
3051,2019,Apr,STG-103,STG012,Sóc Trăng,MTL,1.0,8232104.064,Fungicide
3052,2019,Mar,CTO-111,CTO019,Cần Thơ,JN,5.0,29409235.2,Insecticide
3053,2018,Dec,DTP-128,DTP006,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
3054,2018,Dec,DTP-128,DTP006,Đồng Tháp,FY,4.0,38209669.632,Fungicide
3055,2019,Apr,AGG-337,AGG029,An Giang,SO,1.0,1288877.312,PHG & Fertilizer
3056,2019,Apr,AGG-337,AGG029,An Giang,MTL,15.0,123481560.96,Fungicide
3057,2019,Apr,AGG-337,AGG029,An Giang,WR,2.0,8203149.824,Insecticide
3058,2019,Apr,AGG-337,AGG029,An Giang,HO,12.0,86296871.424,Fungicide
3059,2019,Apr,AGG-337,AGG029,An Giang,MTL,1.0,8232104.064,Fungicide
3060,2019,Apr,AGG-337,AGG029,An Giang,MPT,1.0,4902366.464,Insecticide
3061,2019,Apr,AGG-337,AGG029,An Giang,HO,13.0,93488277.376,Fungicide
3062,2019,Apr,AGG-337,AGG029,An Giang,SO,4.0,5155509.248,PHG & Fertilizer
3063,2019,Apr,AGG-337,AGG029,An Giang,MPT,1.0,4902366.464,Insecticide
3064,2019,Feb,BTN-070,DNI020,Bình Thuận,JD,1.0,2222858.368,Insecticide
3065,2019,Feb,BTN-070,DNI020,Bình Thuận,MTL,5.0,41160520.32,Fungicide
3066,2019,Jan,TNH-023,SGN050,Tây Ninh,MTL,7.0,57624728.448,Fungicide
3067,2019,Jan,TNH-023,SGN050,Tây Ninh,HO,10.0,71914059.52,Fungicide
3068,2019,Jan,TNH-023,SGN050,Tây Ninh,MPT,10.0,45276158.72,Insecticide
3069,2018,Oct,KHA-022,KHA004,Khánh Hoà,MTL,3.0,24696312.192,Fungicide
3070,2018,Dec,KHA-022,KHA004,Khánh Hoà,JN,3.0,17645541.12,Insecticide
3071,2019,Mar,KGG-131,KGG001,Kiên Giang,MPT,6.0,27165695.232,Insecticide
3072,2018,Dec,DNI-069,DNI003,Đồng Nai,MTL,20.0,172418362.88,Fungicide
3073,2019,Feb,DNI-069,DNI003,Đồng Nai,SO,10.0,12053236.48,PHG & Fertilizer
3074,2019,Apr,STG-117,STG010,Sóc Trăng,MPT,1.0,4527615.872,Insecticide
3075,2018,Oct,HGG-054,CTO006,Hậu Giang,FY,1.0,9552417.408,Fungicide
3076,2018,Oct,HGG-054,CTO006,Hậu Giang,SR,1.0,6857191.296,Fungicide
3077,2018,Oct,HGG-054,CTO006,Hậu Giang,FY,1.0,5095946.24,Fungicide
3078,2018,Oct,HGG-054,CTO006,Hậu Giang,MTL,17.0,139945769.088,Fungicide
3079,2018,Oct,HGG-054,CTO006,Hậu Giang,BOI,5.0,8752453.12,PHG & Fertilizer
3080,2019,Apr,HGG-054,STG013,Hậu Giang,MTL,21.0,172874185.344,Fungicide
3081,2019,Feb,STG-113,STG001,Sóc Trăng,FY,20.0,169986206.72,Fungicide
3082,2018,Oct,BPC-053,BPC024,Bình Phước,JN,5.0,24673148.8,Insecticide
3083,2018,Oct,BPC-053,BPC024,Bình Phước,HO,2.0,14382811.904,Fungicide
3084,2019,Jan,DTP-256,DTP015,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
3085,2019,Jan,DTP-256,DTP015,Đồng Tháp,SO,1.0,1288877.312,PHG & Fertilizer
3086,2019,Jan,DTP-129,DTP015,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
3087,2019,Jan,DTP-129,DTP015,Đồng Tháp,GN,1.0,2618290.56,Bio-organic
3088,2018,Dec,BPC-053,BPC024,Bình Phước,MTL,4.0,34483672.576,Fungicide
3089,2018,Dec,BPC-053,BPC024,Bình Phước,MTL,4.0,34483672.576,Fungicide
3090,2018,Dec,BPC-053,BPC024,Bình Phước,MTL,4.0,34483672.576,Fungicide
3091,2019,Jan,BPC-053,BPC024,Bình Phước,MTL,7.0,57624728.448,Fungicide
3092,2019,Jan,BPC-053,BPC024,Bình Phước,HO,4.0,28765623.808,Fungicide
3093,2018,Dec,DNI-073,DNI001,Đồng Nai,MPT,2.0,9055231.744,Insecticide
3094,2019,Mar,BTN-069,BTN002,Bình Thuận,MTL,5.0,41160520.32,Fungicide
3095,2019,Mar,BTN-069,BTN002,Bình Thuận,SR,5.0,34463818.24,Fungicide
3096,2019,Mar,BTN-069,BTN002,Bình Thuận,SR,5.0,34285956.48,Fungicide
3097,2019,Mar,BTN-069,BTN002,Bình Thuận,JN,15.0,74019446.4,Insecticide
3098,2019,Mar,BTN-069,BTN002,Bình Thuận,FI,4.0,45383703.04,Herbicide & Molluscicide
3099,2019,Mar,BTN-069,BTN002,Bình Thuận,MTL,4.0,32928416.256,Fungicide
3100,2019,Mar,BTN-069,BTN002,Bình Thuận,FY,3.0,25497931.008,Fungicide
3101,2019,Mar,BTN-069,BTN002,Bình Thuận,MPT,10.0,45276158.72,Insecticide
3102,2019,Mar,LDG-130,LDG018,Lâm Đồng,MPT,4.0,18110463.488,Insecticide
3103,2019,Mar,LDG-130,LDG018,Lâm Đồng,MPT,1.0,4902366.464,Insecticide
3104,2019,Mar,LDG-130,LDG018,Lâm Đồng,MTL,3.0,24696312.192,Fungicide
3105,2018,Dec,TGG-110,TGG002,Tiền Giang,MTL,8.0,65856832.512,Fungicide
3106,2018,Dec,TGG-110,TGG002,Tiền Giang,GO,12.0,19715355.648,Insecticide
3107,2019,Jan,DTP-132,DTP015,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
3108,2019,Jan,DTP-132,DTP015,Đồng Tháp,GN,1.0,2618290.56,Bio-organic
3109,2018,Dec,DNI-073,DNI001,Đồng Nai,JN,1.0,4934629.76,Insecticide
3110,2018,Dec,DNI-073,DNI001,Đồng Nai,MTL,1.0,8232104.064,Fungicide
3111,2018,Dec,DNI-073,DNI001,Đồng Nai,SO,1.0,1205323.648,PHG & Fertilizer
3112,2019,Feb,DNI-073,DNI001,Đồng Nai,SR,3.0,20571573.888,Fungicide
3113,2019,Feb,DNI-073,DNI001,Đồng Nai,MTL,2.0,16464208.128,Fungicide
3114,2019,Feb,DNI-073,DNI001,Đồng Nai,RA,1.0,8478628.736,Fungicide
3115,2019,Feb,DNI-073,DNI001,Đồng Nai,MPT,3.0,13582847.616,Insecticide
3116,2019,Feb,DNI-073,DNI001,Đồng Nai,GN,2.0,5236581.12,Bio-organic
3117,2019,Feb,DNI-073,DNI001,Đồng Nai,EL,1.0,7619101.44,Herbicide & Molluscicide
3118,2019,Mar,KGG-132,KGG001,Kiên Giang,MPT,6.0,27165695.232,Insecticide
3119,2019,Jan,DNI-074,DNI003,Đồng Nai,HO,23.0,165402336.896,Fungicide
3120,2019,Jan,DNI-074,DNI003,Đồng Nai,SO,1.0,1205323.648,PHG & Fertilizer
3121,2018,Dec,KGG-221,KGG008,Kiên Giang,MTL,5.0,41160520.32,Fungicide
3122,2018,Dec,KGG-221,KGG008,Kiên Giang,SO,1.0,1205323.648,PHG & Fertilizer
3123,2018,Dec,KGG-221,KGG008,Kiên Giang,MTL,5.0,41160520.32,Fungicide
3124,2018,Dec,KGG-221,KGG008,Kiên Giang,SO,1.0,1205323.648,PHG & Fertilizer
3125,2019,Feb,KGG-221,KGG008,Kiên Giang,MTL,6.0,49392624.384,Fungicide
3126,2019,Feb,KGG-221,KGG008,Kiên Giang,JN,8.0,39477038.08,Insecticide
3127,2019,Mar,KGG-221,KGG008,Kiên Giang,MTL,4.0,32928416.256,Fungicide
3128,2019,Feb,DNI-075,DNI020,Đồng Nai,FAX,3.0,8271812.736,Herbicide & Molluscicide
3129,2019,Feb,DNI-075,DNI020,Đồng Nai,MTL,4.0,34483672.576,Fungicide
3130,2018,Dec,DNI-146,DNI001,Đồng Nai,HO,1.0,7191405.952,Fungicide
3131,2018,Dec,DNI-146,DNI001,Đồng Nai,SR,0.5,3446381.824,Fungicide
3132,2018,Dec,DNI-146,DNI001,Đồng Nai,DA,1.0,4539197.568,Insecticide
3133,2018,Dec,DNI-146,DNI001,Đồng Nai,DA,1.0,3502635.776,Insecticide
3134,2019,Feb,DNI-146,DNI001,Đồng Nai,SR,2.0,13714382.592,Fungicide
3135,2019,Feb,DNI-146,DNI001,Đồng Nai,MTL,1.0,8232104.064,Fungicide
3136,2019,Feb,DNI-146,DNI001,Đồng Nai,DA,2.0,8805398.016,Insecticide
3137,2019,Feb,DNI-146,DNI001,Đồng Nai,MPT,5.0,23473616.0,Insecticide
3138,2019,Feb,DNI-146,DNI001,Đồng Nai,GN,1.0,2618290.56,Bio-organic
3139,2019,Feb,DTP-133,DTP015,Đồng Tháp,MTL,19.0,156409977.216,Fungicide
3140,2019,Feb,DTP-133,DTP015,Đồng Tháp,FY,1.0,9552417.408,Fungicide
3141,2019,Feb,DNI-146,DNI001,Đồng Nai,FY,1.0,9552417.408,Fungicide
3142,2019,Jan,HGG-055,HGG003,Hậu Giang,MTL,5.0,41160520.32,Fungicide
3143,2019,Apr,HGG-055,HGG003,Hậu Giang,MTL,18.0,148177873.152,Fungicide
3144,2019,Apr,HGG-055,HGG003,Hậu Giang,MTL,24.0,197570497.536,Fungicide
3145,2019,Apr,STG-108,STG012,Sóc Trăng,MTL,1.0,8232104.064,Fungicide
3146,2019,Feb,STG-065,STG001,Sóc Trăng,FY,18.0,171943513.344,Fungicide
3147,2019,Mar,STG-065,STG001,Sóc Trăng,FY,5.0,47762087.04,Fungicide
3148,2019,Mar,KGG-238,KGG001,Kiên Giang,FL,7.0,39128759.936,Fungicide
3149,2019,Mar,KGG-238,KGG001,Kiên Giang,MPT,2.0,9055231.744,Insecticide
3150,2018,Dec,CTO-091,CTO017,Cần Thơ,PAN,10.0,16106830.08,Herbicide & Molluscicide
3151,2018,Dec,CTO-091,CTO017,Cần Thơ,FY,2.0,19104834.816,Fungicide
3152,2018,Dec,CTO-091,CTO017,Cần Thơ,PAN,10.0,16106830.08,Herbicide & Molluscicide
3153,2018,Dec,CTO-091,CTO017,Cần Thơ,LS,1.0,6556067.2,Fungicide
3154,2018,Dec,CTO-091,CTO017,Cần Thơ,AN,1.0,2020178.688,Insecticide
3155,2018,Dec,CTO-091,CTO017,Cần Thơ,FY,2.0,19104834.816,Fungicide
3156,2018,Dec,CTO-091,CTO017,Cần Thơ,JO,4.0,13275932.672,Fungicide
3157,2018,Dec,CTO-091,CTO017,Cần Thơ,FY,1.0,8499310.336,Fungicide
3158,2018,Dec,CTO-091,CTO017,Cần Thơ,JO,1.0,3318983.168,Fungicide
3159,2018,Dec,CTO-091,CTO017,Cần Thơ,AN,1.0,2020178.688,Insecticide
3160,2018,Dec,CTO-091,CTO017,Cần Thơ,JD,2.0,4445716.736,Insecticide
3161,2018,Dec,CTO-091,CTO017,Cần Thơ,RA,2.0,13567129.6,Fungicide
3162,2019,Feb,CTO-091,CTO017,Cần Thơ,MTL,6.0,49392624.384,Fungicide
3163,2019,Feb,CTO-091,CTO017,Cần Thơ,FY,1.0,9552417.408,Fungicide
3164,2019,Mar,BTN-073,DNI020,Bình Thuận,FL,2.0,11179645.696,Fungicide
3165,2019,Mar,BTN-073,DNI020,Bình Thuận,EL,2.0,15238202.88,Herbicide & Molluscicide
3166,2019,Mar,BTN-073,DNI020,Bình Thuận,DA,1.0,4539197.568,Insecticide
3167,2019,Mar,BTN-073,DNI020,Bình Thuận,MTL,6.0,51725508.864,Fungicide
3168,2019,Mar,BTN-073,DNI020,Bình Thuận,EL,1.0,7619101.44,Herbicide & Molluscicide
3169,2019,Mar,BTN-073,DNI020,Bình Thuận,MTL,2.0,17241836.288,Fungicide
3170,2019,Apr,STG-067,STG009,Sóc Trăng,FAX,5.0,13463721.6,Herbicide & Molluscicide
3171,2019,Apr,STG-067,STG009,Sóc Trăng,MPT,20.0,90552317.44,Insecticide
3172,2019,Apr,STG-068,STG012,Sóc Trăng,MTL,1.0,8232104.064,Fungicide
3173,2019,Mar,CTO-053,CTO019,Cần Thơ,JN,5.0,29409235.2,Insecticide
3174,2019,Apr,STG-069,STG012,Sóc Trăng,FAX,1.0,2692744.32,Herbicide & Molluscicide
3175,2019,Apr,HGG-059,CTO003,Hậu Giang,JN,2.0,9869259.52,Insecticide
3176,2019,Jan,DNI-078,DNI001,Đồng Nai,MTL,15.0,123481560.96,Fungicide
3177,2019,Jan,DNI-078,DNI001,Đồng Nai,DA,10.0,44026990.08,Insecticide
3178,2019,Feb,DNI-078,DNI001,Đồng Nai,MTL,18.0,148177873.152,Fungicide
3179,2019,Feb,DNI-078,DNI001,Đồng Nai,MPT,4.0,18778892.8,Insecticide
3180,2019,Feb,STG-119,STG010,Sóc Trăng,FY,15.0,143286261.12,Fungicide
3181,2019,Feb,STG-119,STG010,Sóc Trăng,LS,5.0,32780336.0,Fungicide
3182,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,5.0,41160520.32,Fungicide
3183,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,3.0,24696312.192,Fungicide
3184,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,5.0,41160520.32,Fungicide
3185,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,3.0,24696312.192,Fungicide
3186,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,3.0,24696312.192,Fungicide
3187,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,5.0,41160520.32,Fungicide
3188,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,5.0,41160520.32,Fungicide
3189,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,5.0,41160520.32,Fungicide
3190,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,3.0,24696312.192,Fungicide
3191,2018,Dec,CTO-054,CTO018,Cần Thơ,MTL,4.0,32928416.256,Fungicide
3192,2019,Feb,STG-070,STG010,Sóc Trăng,FY,20.0,169986206.72,Fungicide
3193,2019,Mar,KGG-232,KGG012,Kiên Giang,FY,5.0,42496551.68,Fungicide
3194,2019,Mar,KGG-232,KGG012,Kiên Giang,MTL,5.0,41934012.16,Fungicide
3195,2019,Mar,KGG-232,KGG012,Kiên Giang,LS,5.0,32780336.0,Fungicide
3196,2019,Mar,KGG-232,KGG012,Kiên Giang,SR,5.0,34285956.48,Fungicide
3197,2019,Mar,KGG-232,KGG012,Kiên Giang,FY,2.0,19104834.816,Fungicide
3198,2019,Mar,KGG-232,KGG012,Kiên Giang,FY,9.0,85971756.672,Fungicide
3199,2019,Mar,KGG-232,KGG012,Kiên Giang,LS,5.0,32780336.0,Fungicide
3200,2019,Mar,KGG-232,KGG012,Kiên Giang,SR,5.0,34285956.48,Fungicide
3201,2018,Dec,DNI-079,DNI001,Đồng Nai,MTL,3.0,24696312.192,Fungicide
3202,2018,Nov,DNI-079,DNI001,Đồng Nai,MTL,2.0,16464208.128,Fungicide
3203,2019,Jan,DNI-079,DNI001,Đồng Nai,MPT,14.0,63386622.208,Insecticide
3204,2019,Jan,DNI-079,DNI001,Đồng Nai,DA,10.0,44026990.08,Insecticide
3205,2019,Jan,DNI-079,DNI001,Đồng Nai,HO,6.0,43148435.712,Fungicide
3206,2019,Jan,DNI-079,DNI001,Đồng Nai,MTL,20.0,164642081.28,Fungicide
3207,2019,Mar,DNI-079,DNI001,Đồng Nai,MPT,5.0,22638079.36,Insecticide
3208,2019,Mar,DNI-079,DNI001,Đồng Nai,DA,8.0,35221592.064,Insecticide
3209,2019,Mar,DNI-079,DNI001,Đồng Nai,HO,4.0,28765623.808,Fungicide
3210,2019,Mar,DNI-079,DNI001,Đồng Nai,MTL,10.0,82321040.64,Fungicide
3211,2019,Feb,KGG-149,kgg008,Kiên Giang,MTL,14.0,115249456.896,Fungicide
3212,2019,Feb,KGG-149,kgg008,Kiên Giang,JN,3.0,14803889.28,Insecticide
3213,2019,Feb,KGG-149,kgg008,Kiên Giang,MTL,15.0,123481560.96,Fungicide
3214,2019,Feb,KGG-149,kgg008,Kiên Giang,JN,1.0,4934629.76,Insecticide
3215,2019,Mar,KGG-149,KGG001,Kiên Giang,PAN,15.0,24160245.12,Herbicide & Molluscicide
3216,2019,Mar,KGG-149,KGG001,Kiên Giang,GN,3.0,7854871.68,Bio-organic
3217,2019,Mar,KGG-149,KGG001,Kiên Giang,FY,2.0,16998620.672,Fungicide
3218,2018,Dec,STG-109,STG012,Sóc Trăng,MTL,21.0,172874185.344,Fungicide
3219,2019,Apr,STG-109,STG012,Sóc Trăng,MTL,19.0,156409977.216,Fungicide
3220,2019,Jan,DNI-081,DNI001,Đồng Nai,MTL,16.0,131713665.024,Fungicide
3221,2019,Jan,DNI-081,DNI001,Đồng Nai,HO,5.0,35957029.76,Fungicide
3222,2019,Feb,DNI-081,DNI001,Đồng Nai,MPT,10.0,45276158.72,Insecticide
3223,2019,Feb,DNI-081,DNI001,Đồng Nai,MTL,15.0,123481560.96,Fungicide
3224,2018,Dec,DNI-084,DNI024,Đồng Nai,MTL,20.0,164642081.28,Fungicide
3225,2018,Dec,DNI-084,DNI024,Đồng Nai,JD,10.0,22228583.68,Insecticide
3226,2018,Dec,DNI-084,DNI024,Đồng Nai,JN,10.0,49346297.6,Insecticide
3227,2018,Dec,DNI-084,DNI024,Đồng Nai,GN,10.0,26182905.6,Bio-organic
3228,2018,Dec,DNI-084,DNI024,Đồng Nai,HO,10.0,71914059.52,Fungicide
3229,2018,Oct,HGG-063,CTO006,Hậu Giang,PAN,5.0,8053415.04,Herbicide & Molluscicide
3230,2018,Oct,HGG-063,CTO006,Hậu Giang,FI,0.5,5672962.88,Herbicide & Molluscicide
3231,2018,Oct,HGG-063,CTO006,Hậu Giang,MTL,17.0,139945769.088,Fungicide
3232,2018,Oct,HGG-063,CTO006,Hậu Giang,SR,1.0,6857191.296,Fungicide
3233,2018,Oct,HGG-063,CTO006,Hậu Giang,FY,1.0,5095946.24,Fungicide
3234,2019,Apr,HGG-063,STG013,Hậu Giang,MTL,3.0,24696312.192,Fungicide
3235,2018,Sept,DNI-085,DNI020,Bình Thuận,MTL,60.0,517255088.64,Fungicide
3236,2018,Sept,DNI-085,DNI020,Bình Thuận,FL,3.0,16769468.544,Fungicide
3237,2018,Oct,KHA-056,KHA004,Khánh Hoà,MTL,2.0,16464208.128,Fungicide
3238,2018,Oct,KHA-056,KHA004,Khánh Hoà,JN,3.0,17645541.12,Insecticide
3239,2018,Dec,DNI-085,DNI020,Bình Thuận,FI,2.0,22691851.52,Herbicide & Molluscicide
3240,2018,Dec,DNI-085,DNI020,Bình Thuận,HO,3.0,21574217.856,Fungicide
3241,2018,Dec,DNI-085,DNI020,Bình Thuận,MTL,7.0,57624728.448,Fungicide
3242,2018,Dec,DNI-085,DNI020,Bình Thuận,MTL,4.0,32928416.256,Fungicide
3243,2018,Dec,DNI-085,DNI020,Bình Thuận,FI,1.0,11345925.76,Herbicide & Molluscicide
3244,2019,Mar,DNI-085,DNI020,Bình Thuận,FAX,2.0,5385488.64,Herbicide & Molluscicide
3245,2019,Mar,DNI-085,DNI020,Bình Thuận,EL,1.0,7619101.44,Herbicide & Molluscicide
3246,2019,Mar,DNI-085,DNI020,Bình Thuận,MTL,6.0,51725508.864,Fungicide
3247,2018,Dec,KGG-153,kgg008,Kiên Giang,MTL,3.0,24696312.192,Fungicide
3248,2018,Dec,KGG-153,kgg008,Kiên Giang,MTL,3.0,24696312.192,Fungicide
3249,2019,Feb,KGG-153,kgg008,Kiên Giang,MTL,4.0,32928416.256,Fungicide
3250,2019,Feb,KGG-153,kgg008,Kiên Giang,JD,5.0,11114291.84,Insecticide
3251,2019,Mar,STG-072,STG001,Sóc Trăng,PAN,2.0,3221366.016,Herbicide & Molluscicide
3252,2018,Sept,QNI-018,QNI001,Quảng Ngãi,RA,1.0,6783564.8,Fungicide
3253,2018,Sept,QNI-018,QNI001,Quảng Ngãi,DA,3.0,16811659.008,Insecticide
3254,2018,Oct,QNI-018,QNI001,Quảng Ngãi,DA,2.0,11207772.672,Insecticide
3255,2018,Oct,QNI-018,QNI001,Quảng Ngãi,RA,1.0,6783564.8,Fungicide
3256,2018,Oct,QNI-018,QNI001,Quảng Ngãi,MTL,1.0,8386802.432,Fungicide
3257,2018,Oct,QNI-018,QNI001,Quảng Ngãi,HO,1.0,6934954.112,Fungicide
3258,2018,Dec,DTP-135,DTP006,Đồng Tháp,MTL,20.0,164642081.28,Fungicide
3259,2018,Dec,DTP-135,DTP006,Đồng Tháp,JD,1.0,2222858.368,Insecticide
3260,2019,Feb,HGG-064,HGG002,Hậu Giang,FY,6.0,50995862.016,Fungicide
3261,2019,Feb,HGG-064,HGG002,Hậu Giang,FY,6.0,57314504.448,Fungicide
3262,2019,Feb,HGG-064,HGG002,Hậu Giang,FY,8.0,67994482.688,Fungicide
3263,2019,Feb,HGG-064,HGG002,Hậu Giang,FY,8.0,76419339.264,Fungicide
3264,2019,Apr,HGG-064,HGG002,Hậu Giang,FY,6.0,50995862.016,Fungicide
3265,2019,Apr,HGG-064,HGG002,Hậu Giang,FY,7.0,66866921.856,Fungicide
3266,2019,Apr,STG-073,STG012,Sóc Trăng,MTL,1.0,8232104.064,Fungicide
3267,2019,Mar,CTO-057,CTO019,Cần Thơ,JN,6.0,35291082.24,Insecticide
3268,2019,Feb,KGG-239,kgg008,Kiên Giang,MTL,12.0,98785248.768,Fungicide
3269,2019,Feb,KGG-239,kgg008,Kiên Giang,JN,6.0,29607778.56,Insecticide
